idpub,CESD,Marital_status,School_rank,IQ,SE_status_parents,Town_population,Agreeableness,Conscientiousnes,Extraversion, Neuroticism,Openness,Kidsno,Years_of_education,Age_at_first_birth,Autonomy,Self_Acceptance,No_emp_spell,Social_part_1,Family_Stress,additional_child,trt
930854,24,1,84,103,19,3,28,32,17,24,15,2,13,220,25,22,1,2,11,0,0
930878,8,1,32,102,33,8,23,21,27,10,33,1,17,296,41,31,3,0,10,0,0
930880,7,1,94,145,15,3,28,24,26,9,32,2,19,291,36,29,3,1,8,0,0
930894,1,0,71,121,31,7,36,36,36,5,27,3,13,201,41,35,4,4,4,2,0
930912,32,1,33,97,6,8,22,31,27,18,21,2,12,291,42,30,1,2,10,1,0
930921,6,1,29,104,9,2,28,32,27,11,26,2,12,234,37,34,7,2,7,1,0
930955,0,1,88,117,16,6,35,34,22,12,22,3,13,204,37,42,2,5,4,0,1
930989,7,1,50,94,7,8,18,11,16,1,2,2,12,222,24,33,1,6,7,0,0
931008,8,1,94,133,17,3,27,32,23,23,20,2,16,280,28,35,1,3,7,0,0
931019,15,1,89,115,22,2,23,26,20,12,29,3,15,185,38,34,4,1,12,0,1
931034,6,1,27,91,10,4,25,31,16,19,13,4,12,185,35,41,3,1,11,0,1
931039,26,0,63,115,23,5,29,27,20,20,22,1,12,263,33,29,1,5,12,5,0
931088,0,1,56,98,13,2,36,23,21,16,17,3,12,215,34,34,1,0,12,0,0
931094,21,1,30,97,6,6,23,24,20,18,18,3,13,240,27,26,1,1,5,0,0
931095,22,1,63,102,18,7,29,25,24,19,21,4,12,228,27,24,1,3,4,0,1
931098,14,1,59,91,23,6,30,28,27,21,21,3,13,245,28,28,2,3,8,0,0
931135,39,1,12,82,31,9,27,26,21,15,19,2,12,251,23,27,1,2,10,0,0
931148,22,1,19,94,15,9,28,27,15,20,20,5,12,197,27,36,1,0,11,0,0
931162,4,1,52,129,29,5,36,35,21,10,27,2,14,252,31,41,2,5,8,0,0
931168,0,1,88,103,29,5,33,31,21,8,18,1,16,316,35,39,3,0,13,0,0
931179,10,1,18,103,8,3,27,27,19,18,22,3,12,237,31,27,2,3,8,0,1
931213,34,1,57,106,6,9,26,30,18,22,18,3,12,195,25,24,3,3,8,0,0
931253,18,1,96,118,3,9,36,21,18,24,28,2,18,278,31,41,1,4,11,0,0
931256,14,1,85,103,11,6,18,17,16,7,9,2,13,216,31,27,4,4,8,0,0
931275,7,1,66,112,10,2,24,31,25,11,20,3,12,195,25,30,3,3,8,0,0
931333,4,1,92,111,21,4,30,34,20,13,17,4,15,221,31,35,1,5,8,0,0
931340,8,1,86,109,26,4,36,29,26,18,26,3,12,186,39,40,3,0,11,0,0
931344,9,1,96,129,42,8,28,25,23,10,17,2,17,269,32,28,1,3,8,0,0
931354,17,1,31,88,3,2,36,36,26,14,27,3,12,218,41,42,2,2,5,0,1
931375,13,1,58,102,24,3,23,16,11,16,20,3,16,249,28,38,2,5,4,0,1
931380,42,1,38,98,7,2,25,30,22,22,23,3,13,190,31,32,3,2,8,0,0
931396,6,1,80,94,16,9,32,34,23,16,28,2,13,219,32,40,9,0,8,1,0
931428,56,1,63,103,12,6,24,18,19,24,23,2,13,255,29,23,1,1,10,1,0
931434,64,1,51,91,7,6,31,31,15,20,16,3,12,235,22,26,2,2,11,0,0
931477,23,1,20,78,5,2,24,25,18,13,22,3,13,211,33,33,3,2,12,0,0
931505,22,1,69,120,15,2,32,27,22,13,17,2,15,213,24,26,1,3,9,0,0
931517,6,1,85,94,10,3,32,33,23,13,24,5,13,213,35,40,2,2,9,0,0
931524,8,1,89,139,9,3,29,22,24,10,21,2,18,194,26,35,1,2,11,0,0
931533,16,1,86,113,38,6,26,25,34,12,25,3,16,235,34,38,4,4,4,4,0
931539,1,0,87,124,22,2,33,30,27,11,28,2,15,251,39,38,2,2,9,0,0
931598,3,1,49,98,31,9,26,27,18,22,20,2,12,231,26,31,1,2,8,0,0
931621,16,1,80,104,25,6,31,28,25,23,21,2,15,255,31,30,2,2,5,0,0
931642,7,1,89,109,33,6,36,21,21,13,29,3,15,219,29,41,2,3,6,0,0
931647,15,1,84,93,4,2,33,29,26,18,23,2,16,284,27,35,1,1,9,1,0
931655,18,1,42,76,31,6,23,36,22,7,13,2,15,226,23,27,1,5,5,0,0
931685,8,1,82,123,4,4,32,30,10,16,18,3,12,183,26,21,4,0,8,0,1
931690,23,1,98,129,36,4,26,32,18,12,23,1,16,335,28,35,1,1,10,1,0
931693,7,1,83,107,37,6,31,36,31,10,26,3,16,264,40,30,1,4,4,0,0
931697,39,1,63,83,9,2,26,33,28,9,19,3,13,240,32,31,3,5,8,1,0
931797,7,1,71,109,4,4,28,27,22,18,15,2,12,219,31,37,4,2,11,0,0
931955,20,1,8,71,6,2,25,29,20,22,11,4,12,199,28,31,2,1,11,0,0
931966,13,1,97,121,9,4,19,32,28,23,27,3,15,236,28,31,1,2,12,0,0
931991,17,1,53,113,18,7,30,26,15,16,27,2,16,305,28,32,7,1,9,0,0
932002,12,1,89,86,13,2,30,34,20,20,15,3,12,220,27,33,2,4,6,0,1
932030,16,1,99,139,56,6,24,24,25,14,27,3,19,225,32,34,7,6,7,0,0
932060,20,1,34,88,9,3,25,28,26,14,15,1,14,250,29,33,1,1,10,0,0
932093,35,0,8,101,17,7,32,29,18,16,23,3,12,207,35,37,8,0,4,5,1
932166,52,1,5,75,10,4,23,21,23,28,20,1,12,293,29,24,3,1,18,0,0
932174,10,1,92,127,1,2,30,31,21,20,24,3,12,229,33,38,1,3,9,0,0
932179,30,1,86,98,21,6,31,29,26,25,15,3,15,223,18,25,2,2,11,1,0
932199,10,1,83,87,2,3,36,31,29,17,23,4,14,226,36,37,3,4,5,0,0
932221,19,1,98,124,14,9,28,34,15,20,20,2,13,259,36,34,3,1,7,0,0
932223,18,1,37,118,9,9,35,25,17,23,15,3,12,197,28,36,3,6,7,0,0
932229,4,1,96,97,16,4,31,30,26,11,24,4,12,205,42,41,2,0,8,0,0
932240,2,1,88,109,15,3,32,33,24,14,28,2,12,178,32,40,3,2,9,0,0
932257,12,1,84,91,4,2,33,29,12,19,20,3,13,279,20,40,1,0,15,0,0
932284,48,1,32,92,12,2,26,22,23,24,22,4,15,207,31,40,1,0,9,0,1
932303,10,0,47,112,18,9,29,32,36,11,20,3,12,212,36,38,7,1,7,0,0
932311,10,1,74,98,31,6,30,25,18,14,22,4,17,232,23,34,1,3,8,0,0
932316,1,1,79,109,5,3,28,23,23,14,13,2,13,249,24,33,1,1,4,0,0
932319,20,1,75,104,9,2,23,26,26,15,11,5,12,193,31,33,1,2,12,0,0
932328,16,1,32,109,11,4,26,33,25,13,18,3,12,186,38,34,11,6,6,0,0
932357,6,1,71,109,27,7,28,34,26,10,28,2,16,298,40,42,1,1,4,0,0
932380,22,1,41,82,7,9,25,32,25,18,20,3,12,197,28,33,3,3,15,0,0
932389,17,1,77,127,4,2,33,28,15,14,22,3,12,273,32,28,2,2,10,0,0
932396,35,0,22,117,8,8,31,25,21,18,27,4,12,185,36,33,8,3,8,0,1
932419,3,1,45,106,10,3,31,36,26,17,22,4,13,210,36,41,8,4,5,0,1
932422,2,1,60,94,4,2,29,31,26,18,26,3,12,232,27,24,2,5,11,0,0
932427,11,1,94,124,22,2,23,28,19,20,23,3,16,256,24,33,1,3,8,0,0
932428,20,1,70,112,12,5,28,34,21,14,25,2,16,238,36,36,3,4,13,1,0
932429,23,1,21,99,3,2,26,30,24,20,22,4,12,193,30,23,3,2,10,0,0
932445,47,1,48,93,21,5,33,33,27,17,22,2,12,225,27,37,7,3,8,0,0
932492,28,1,44,94,3,5,26,29,30,20,15,4,12,216,35,25,3,2,4,0,0
932497,15,1,48,102,29,9,27,27,24,18,27,4,15,238,31,39,2,4,8,0,0
932514,16,1,10,81,8,4,29,26,19,13,14,3,13,194,30,30,4,0,9,0,0
932531,14,1,74,97,6,2,33,32,24,19,10,2,14,226,25,41,1,2,4,0,0
932541,15,1,27,76,2,2,34,29,23,19,19,4,12,219,30,30,1,3,9,0,0
932558,7,1,26,107,8,6,30,34,22,20,21,4,12,208,31,35,3,1,5,0,0
932563,8,1,41,109,11,7,26,29,21,12,18,6,14,238,25,33,3,1,9,0,0
932576,4,1,97,109,24,2,31,36,13,17,28,2,16,299,36,33,3,2,12,0,1
932577,15,1,62,111,48,8,35,26,19,14,23,2,16,226,33,28,13,5,9,0,0
932581,4,1,40,88,21,7,27,29,24,21,23,5,14,215,26,35,1,2,9,0,0
932616,11,1,34,93,4,4,25,19,25,12,27,3,13,261,20,28,1,8,7,0,0
932634,30,1,64,101,28,5,26,31,22,14,29,2,12,255,27,30,8,3,9,0,0
932656,8,0,73,112,38,9,32,33,36,5,24,2,16,256,39,32,1,1,10,0,0
932671,28,1,61,109,4,3,21,22,19,17,19,3,12,229,24,21,3,3,8,0,0
932675,6,1,83,109,11,5,34,26,24,29,15,2,12,242,23,30,1,1,8,0,0
932679,11,1,67,99,29,5,32,24,27,12,27,2,14,228,37,35,3,1,7,0,0
932680,37,1,76,82,13,2,26,30,21,22,24,4,12,220,28,34,1,2,13,0,0
932701,3,1,82,103,12,3,34,34,23,5,25,1,12,263,36,42,2,2,8,0,0
932758,3,1,48,113,23,3,32,21,26,18,15,4,13,195,35,33,2,3,14,1,0
932777,32,1,62,102,3,2,25,29,15,21,18,2,12,193,27,27,1,6,9,0,0
932780,15,1,52,96,7,6,34,32,18,17,16,5,12,205,23,29,2,4,10,0,0
932795,6,1,91,129,37,3,33,31,22,16,23,3,13,234,22,31,1,2,8,0,0
932816,39,1,98,104,24,6,26,27,35,16,26,2,17,300,41,28,1,1,13,0,0
932851,7,1,74,120,44,6,24,22,31,27,14,2,14,189,26,27,7,3,10,0,0
932890,31,1,32,96,4,3,25,26,20,22,14,3,13,192,24,25,1,2,14,0,0
932894,21,1,83,111,17,2,29,30,22,18,17,3,12,227,25,30,2,1,8,0,0
932917,8,1,60,96,18,7,33,30,22,12,18,6,12,202,32,29,2,1,5,0,0
932952,8,1,85,111,14,7,35,35,28,10,23,4,12,231,32,41,2,4,13,0,0
932993,5,1,76,107,22,4,35,33,27,16,28,3,16,257,30,31,6,2,5,0,0
932995,16,1,58,94,4,2,30,26,30,15,20,3,12,190,35,36,3,3,5,0,1
932999,6,1,73,83,32,4,33,35,35,20,22,1,15,300,18,39,3,3,5,0,0
933003,29,1,95,94,5,4,32,28,14,18,17,4,12,226,13,29,2,2,7,0,0
933006,11,1,36,89,17,5,23,30,28,20,22,2,12,217,26,32,2,2,7,0,0
933008,60,1,93,124,15,5,24,36,22,26,15,3,13,166,17,16,2,0,10,0,1
933104,9,1,32,81,3,2,31,26,23,17,15,5,12,228,33,38,1,0,8,0,0
933114,9,1,82,103,27,9,32,33,31,20,12,6,14,224,41,42,1,5,8,0,0
933125,30,1,42,112,10,6,33,36,29,11,22,1,12,221,34,42,1,0,8,0,0
933155,10,1,79,104,8,5,26,26,22,17,15,6,12,225,29,33,1,5,10,0,0
933172,22,1,0,79,4,2,25,24,23,20,19,5,12,223,27,32,3,1,8,0,0
933193,4,1,94,112,28,6,23,35,23,20,29,3,18,249,32,39,1,8,6,0,0
933218,7,1,97,101,6,2,30,33,25,19,29,3,15,189,31,36,1,0,12,0,1
933244,18,1,71,112,11,4,24,21,22,16,14,3,12,236,27,28,1,3,5,0,0
933282,27,1,5,85,18,5,35,33,24,20,20,2,12,251,33,29,1,3,10,0,0
933327,74,1,44,96,15,3,26,26,17,18,19,5,12,212,24,20,1,4,12,0,0
933334,3,1,59,112,3,6,29,34,19,16,22,3,15,234,36,37,2,2,4,4,0
933337,7,1,33,94,34,9,36,27,33,5,21,4,12,222,42,42,2,6,4,5,0
933349,17,1,95,115,9,2,31,27,25,19,19,7,12,217,31,29,2,1,13,1,0
933398,14,1,36,85,34,8,26,26,20,21,22,3,13,220,27,35,1,2,8,0,0
933404,15,1,77,121,28,4,24,26,18,14,23,2,17,234,17,33,7,3,5,0,0
933408,16,1,91,98,18,2,34,36,25,7,21,4,13,205,37,40,1,2,8,0,0
933413,9,1,94,139,7,5,30,30,17,16,20,3,12,220,34,37,7,0,8,3,1
933415,2,1,82,91,16,3,35,33,33,7,27,2,15,332,33,37,2,3,6,0,0
933427,9,1,96,125,35,5,30,31,31,17,28,3,13,197,37,32,3,3,9,0,0
933446,31,1,33,86,4,2,25,26,15,15,12,7,12,230,32,26,1,2,11,0,0
933452,9,1,60,94,25,4,33,34,28,9,16,3,12,203,28,42,3,2,10,1,0
933468,5,1,29,81,12,6,30,25,23,13,24,5,12,229,36,41,1,2,10,0,0
933508,1,1,37,103,13,6,30,30,18,13,20,4,12,215,33,30,2,3,12,0,0
933516,24,1,84,121,18,3,26,31,32,13,30,2,14,222,38,25,4,3,7,0,0
933521,46,1,16,109,11,4,17,31,31,29,18,1,12,325,36,37,2,3,12,1,0
933537,9,1,42,109,8,4,36,32,20,12,23,3,12,245,42,29,1,1,7,0,0
933563,23,1,94,123,35,6,26,28,28,21,21,3,16,260,34,35,2,6,12,1,0
933564,24,1,81,120,11,7,23,24,21,15,16,2,15,233,25,25,1,6,12,0,0
933593,2,1,79,87,35,4,32,33,25,15,23,3,13,233,37,38,3,5,6,0,0
933623,6,1,58,99,7,5,35,30,17,24,17,7,12,199,27,37,3,3,8,0,0
933628,27,1,80,107,10,4,31,35,18,20,18,3,14,215,33,39,7,2,10,0,0
933639,19,1,15,109,25,9,32,28,17,10,25,3,13,255,36,32,2,4,8,0,0
933642,9,1,66,113,12,5,35,32,15,15,24,4,12,230,41,38,2,3,15,0,0
933643,18,1,53,97,16,6,30,30,26,19,21,4,13,209,36,37,8,1,8,0,0
933652,22,1,50,98,12,7,29,25,21,21,26,2,12,239,29,32,3,4,12,1,0
933726,32,1,47,89,4,7,20,26,27,27,11,5,13,210,32,29,3,4,12,1,0
933727,2,1,89,118,24,6,34,35,24,6,28,3,12,215,42,40,1,4,10,0,1
933747,4,1,7,77,13,6,31,25,25,19,20,2,12,256,36,39,1,3,4,0,0
933767,14,1,84,107,13,5,28,31,21,23,18,3,15,235,36,36,2,2,8,2,0
933780,5,1,96,139,41,6,34,32,12,17,28,3,17,249,41,42,3,3,5,4,0
933783,26,0,39,96,23,2,27,33,23,13,24,3,14,204,27,40,3,2,9,0,0
933807,3,1,81,94,28,6,34,36,18,8,17,4,14,235,36,39,2,3,9,0,0
933833,21,1,58,127,7,2,25,33,24,27,15,2,12,200,35,32,1,3,12,0,0
933848,0,1,82,94,13,3,30,28,26,9,16,5,13,216,32,31,4,6,9,1,0
933858,39,1,28,91,16,4,22,32,26,19,30,1,12,232,33,21,3,0,7,0,0
933878,15,1,92,117,9,5,31,30,25,10,21,2,15,270,35,40,1,0,9,1,0
933884,93,1,15,75,11,3,31,23,16,20,19,3,14,285,24,22,1,2,13,0,1
933935,16,1,51,104,16,3,30,35,25,13,20,5,12,238,36,39,2,3,8,0,0
